# Erdal Ronahî <www.ferheng.org>
# Letzte Version: 2005-07-29
# Kurdisch	Deutsch
# Kurdî	Elmanî
dermanfiroş	Apotheker
dermanşane	Rezept
dermanxane	Apotheke
dermanxwarin	Medikamente nehmen
dernewîz	Schaubenzieher
derpe	Unterhose (Männer)
derpê	Schlüpfer
ders	Lektion
ders	Unterricht
ders dan	lehren
dersdan	unterrichten
dersdar	Lehrer/in
derşo	Spüllappen
derşo	Spültuch
derûder	Umgebung
derûn	Psychologie
derûnî	psychisch
derûnî	seelisch
derva	außen
derva	draußen
derve	draußen
derve	heraus
derve	hinaus
dervekirin	rauben
derveyî	äußerlich
derwelat	Ausland
derxistin	extrahieren
derxistin	herausbringen
derxistin	herausholen
derxistin	herausnehmen
derxistin	trennen
derxistin	unterscheiden
derxistin	verlegen
derxistin holê	an den Tag bringen
derxistin holê	hervorbringen
derxûn	Topfdeckel
derya	Meer
derya	Ozean
derya	See
deryevan	Matrose
derz	Schlitz
derzi	Nähnadel
derzî	Nadel
derzî	Spritze
derzî le xistin	spritzen
derzîdank	Nadelkissen
derzîreq	Stecknadel
deskêş	Zügel
desmal	Taschentuch
desmêj	rituelle Waschung
dest	Hand
dest avêtin	anfassen
dest avêtin	berühren
dest avêtin	ergreifen
dest avêtin	hinlangen
dest birin xwe	die Hand erheben
dest birin xwe	verteidigen, sich selbst ~
dest birin xwe	zum Schlag ausholen
dest dan	anfassen
dest dan ser	beschlagnahmen
dest dan ser	in Beschlag nehmen
dest jê kişandin	abschwören
dest kirin	winken
dest lê gerandin	anfassen
dest pê kirin	beginnen
desta	günstig
destan	Legende
destar	Handmühle
destar	Turban
destar	weißer Schal
destavxane	Toilette
destbend	Handschellen
destdan	berühren
destdan	Unterstützung
destdayî	Untergebener
destdirêjî	Belästigung
destdirêjî	Einmischung
destdirêjî	sexuelle Nötigung
deste-deste bûn	in Gruppen einteilen
destek kirin	greifen
desteng	arm
destengî [mê]	Armut
destevala	ohne Arbeit
destexanek	Tischtuch
destê kirin	intervenieren
destê kirin	sich einmischen
destê sibê	früher Morgen
destê sibê	Tagesanbruch
destgeh	Atelier
destgeh	Werkstatt
destgirtî	verlobt
desthelat	Autorität
desthelat	Herrschaft
desthelat	Macht
desthilat	Autorität
desthilat	Herrschaft
desthilat	Macht
desthilatdar	Herrscher
desthilatî	Macht
destik	Stiel
destî	Griff
destî	Stiel
destjêberdan	verlassen
destkeftî	Errungenschaft
destkêş	dicker Handschuh
destkêş	Leitseil
destkêş	Zügel
destkêşkirin	am Zügel führen
destmal	Handtuch
destmal	Taschentuch
destmêj	rituelle Waschung
destnimej	rituelle Waschung
destnivîs	Handschrift
destnîşankirin	definieren
destnîşankirin	festsetzen
destpê	Anfang
destpê kirin	anfangen
destpêk	Beginn
destpêk [mê]	Anfang
destpêkirin	beginnen
destpêkirin <dest bi ... dike>	anfangen mit
destpêkirin <dest pê dike>	anfangen
destşo	Bad
destşo	Spüle
destşo	Waschbecken
destşo	Waschschüssel
destşok	Waschbecken
desttengî	Not
destûr	Erlaubnis
destûrdan	dürfen
destûrname	Bestätigung
destûrname	Diplom
destvala	unbewaffnet
destxweda	auf Anhieb
destxweda	gleich
destxweda	plötzlich
destxweda	sofort
destxweda	von Anfang an
deşt	Ebene
dev	Mund
dev	Mündung
dev	Öffnung
dev avêtin	necken
dev berdan	aufgeben
dev berdan	verzichten
dev gerîn	fähig sein, zu sprechen
dev gerîn	sagen können
dev gerîn	sprechen können
dev jê berdan	ablassen von
dev jê berdan	verzichten
dev ji ... berdan	aufhören mit
dev ketin hev	schweigen
dev ketin hev	verstummen
devbelaş	Schwätzer
deve	Kamel
dever	Gebiet
dever	Gegend
dever	Ort
dever	Platz
dever	Provinz
dever	region
dever	Territorium
deverî	lokal
deverî	regional
devetukî	aus Kamelhaar
devetûkî	Kamelhaar
devetûkî	Kamelwolle
devik	Deckel
devik	Korken
devik	Stöpsel
devik	Verschluss
devken	freundlich
devken	heiter
devken	lächelnd
devkî	freundlich
devkî	heiter
devkî	lächelnd
devkî	mündlich
devkok	freundlich
devkok	heiter
devkok	lächelnd
devliken	freudig
devliken	froh
devmirî	schweigend
devok	dialekt
devrimcî (tirk.)	Revolutionär/in
devrî	Gesicht
devrî	Wange
devzendik	Schutzärmel
devzendik	Überärmel
dew	Ayran
dew	Buttermilch
dew	Molke
dewan	Auseinandersetzung
dewan	Besprechung
dewan	Debatte
dewar	großköpfiges Tier wie Rind, Last-, Saumtier
dewdew	Papagei
dewisandin	drücken	(Knopf)
dewisandin	drucken
dewisandin	pressen
dewlemend	reich
dewlemendî	Reichtum
dewlemendî	Wohlstand
dewlet	Glück
dewlet	Reichtum
dewlet	Staat
dewletî	reich
dewr	Jahrhundert
dewr	Phase
dewr	Zeitabschnitt
dewran	Epoche
dewran	Zeitalter
dewre	falsch
dewrêş	Bettler
dewrêş	Derwisch
dewrîyê derketin	auf Streife gehen
dewrîyê derketin	kontrollieren
dewrîyê derketin	patrouillieren
dews	Ort
dews	Platz
dews	Stelle
dews	Zeichen
dewsa ku	anstatt
dexes	eifersüchtig
dexesî	Eifersucht
dexil	Ernte
dexil	Getreide
dexisîn	beneiden
dexl	Ernte
dexl	Getreide
dexl	Korn
dexme	Brandmal
dexme	Schandmal
dexme	Schmiss
dexsoye	neidisch
deya çûn	umsonst sein
deya çûn	vergebens sein
deyn	Kredit
deyn	Schuld
deyn	Schulden
deyn dan/dayîn	leihen	(jmd.)
deyn kirin	Klang erzeugen
deyn kirin	Laut erzeugen
deyn kirin	leihen	(sich etw.)
deyn kirin	Schall erzeugen
deyn kirin	sprechen
deyndan	leihen
deyndar	Schuldig
deynstandin	Schulden machen
dezge	Kunstfertigkeit
dezge	Organisation
dezgeh	institut
dezî	Baumwollfaden
dezî	dünn Faden
dezî	Faden
dezî	Garn
dezî	Schnur
dezî	Zwirn
dê	Futur anzeigender Partikel
dê	mama
dê	Mutter
dê kirin	verleihen
dêhn	Aufmerksamkeit
dêhna xwe dan	aufpassen
dêl	Hündin
dêl	Hure
dêl	Loch für einen Zapfen
dêl	Schwanz
dêl	typisch für eine Frau
dêl	Weib
dêl	wortbrüchig
dêlegur	Wölfin
dêlemar	Eidechse
dêlik	Hündin
dêlî	Weinstock
dêm	Angesicht
dêm	Backe
dêm	Gesicht
dêm	Wange
dêm	Wüstenei
dêman	Eingeborene
dêmarî	Stiefmutter
dêmek	das heißt
dên kirin	borgen, sich ~
dêqehpe	Dirne
dêqehpe	Hure
dêqehpe	Prostituierte
dêr	christliches Kloster
dêr	Kirche
dêre	Kleid
dêrîn	adlig
dêv	Dämon
dêw	Dämon
dêw	Riese
dêwar	Lasttier
dêwar	Tier
dêwelat	Heimatland
dêwelat	Mutterland
di	seit
di cih de	zweckmäßig
di cîh de	auf der Stelle
di cîh de	plötzlich
di cîh de	sofort
di cîh de	unverzüglich
di dawîye de	schließlich
di derbekê de	zugleich
di derheqê...de	betreffend
di derheqê...de	betreffs
di derheqê...de	über
di dewsa yekî de	anstelle von
di hundir ... de	innerhalb	(zeitl.)
di nav…da	mitten in
di nav...da	zwischen
di rê de	unterwegs
di saet ... de	um ... Uhr
di ser	über
di ser hev de girtin	übereinander herfallen
di...de (zeitlich)	in
di...ra	hindurch
di...re	hindurch
di...re	vorbei
di...werbûn	hinfallen
di'a kirin	beten
dibe	möglich
dibe ku	vielleicht
dibek	kann sein
dibek	wahrscheinlich
dibeko	vermutlich
dibeko	voraussichtlich
dibeko	wahrscheinlich
dibê stûn	bis auf das Rückgrat
dibê stûn	bis auf die Wirbelsäule
dibistan	Schule
dibistana amadehiyî	Gymnasium
dibistana destpêke	Grundschule
dibistana navîn	Mitteschule
dibistana pêşin	Grundschule
dibistana seratayî	Grundschule
dibû	eventuell
dibû	vielleicht
didan	Zahn
didu	zwei
difn	Nase
digel	mit
digel	zusammen
digel vê hindê	und damit
diha	noch
dihna xwe kirin	aufmerken
dihna xwe kirin	bemerken
dihna xwe kirin	erblicken
dij	gegen
dij	Umgekehrt
dijber	gegen
dijber	Rivale
dijî	gegen
dijmin	Feind
dijmin	Gegner
dijminahî	Feindschaft
dijrabûn	abstreiten
dijûn	Beleidigung
dijwar	gewaltig
dijwar	scharf
dijwar	schwer
dijwar	schwierig
dijwar	streng
dijwarî	Schwierigkeit
dik	Bühne
dikan	Geschäft
dikan	Laden
dil	Herz
dil girtin	jd Gekränkten versöhnen
dil girtin	jds Herz gewinnen
dil kirin	lieben
dil kirin	mögen
dil kirin	vorhaben
dil kirin	wollen
dil kirin	wünschen
dilawêr	mutig
dilawêr	tapfer
dilbend	Übersetzer
dilber	hübsch
dilber	schön
dilber	verführerisch
dilberî	Reiz
dilberî	Schönheit
dilbikul	traurig
dilbirîn	kummervoll
dilbirîn	niedergeschlagen
dilbirîn	traurig
dilbirîn	verletzt
dildar	geliebt
dildar	Geliebte/r
dildar	Verliebt
dilê kesîrehet bûn	abregen
dilê...şewitîn	bemitleiden
dilfere	liberal 
dilfere	weitherzig 
dilfire	liberal
dilfire	weitherzig
dilfireh	geduldig
dilgerm	freunlich
dilgerm	klar
dilgermî	herzlich
dilgeş	froh
dilgeş	glücklich
dilgeş	heiter
dilgeş	hoffnungsvoll
dilgeş	lebendig
dilgeş	vergnügt
dilgir	anziehend
dilgir	attraktiv
dilgir	geliebt
dilgir	hübsch
dilgirtin	jds Herz gewinnen
dilgirtin	jds Sympathie erringen
dilgirtin	jds Zuneigung erringen
dilgirtin	zufrieden stellen
dilgîr	beleidigt
dilgîr	gekränkt
dilgîr	traurig
dilhebûn	Zweck haben
dilhevketin	übel sein
dilhinav	Eingeweide
dilhinav	Gedärme
dilhinav	Inneres
dilhişk	hartherzig
dilîn	Empfindung
dilîn	Gefühl
dilketin	verlieben
dilketî	Verliebt
dilketî	Verliebter
dilkirin	fordern
dilmayin	beleidigt sein
dilmayî	beleidigt
dilmayî	gekränkt
dilmê	weichgekochtes Ei
dilnerm	barmherzig
dilnizm	schlicht
dilok	Tropfen
dilop	Tropfen
dilopkirin	tropfen
dilovan	barmherzig
dilovan	bescheiden
dilovan	gnädig
dilovan	leidenschaftlich
dilovan	liebevoll
dilovan	mild
dilovan	zärtlich
dilovanî	Barmherzigkeit
dilovanî	Erbarmen
dilovanî	herzlich
dilovanî	Liebe
dilovanî	Mitleid
dilovanî	von Herzen kommend
dilovanî	Zärtlichkeit
dilovanî	Zuneigung
dilpak	ehrlich
dilpak	gutherzig
dilpak	gutmütig
dilpak	naiv
dilpak	treuherzig
dilpak 	arglos
dilq	Kleidung
dilq	Robe
dilq	Tracht
dilreş	boshaft
dilreş	eifersüchtig
dilreş	gemein
dilreş	misstrauisch
dilreş	neidisch
dilreş	pessimistisch
dilreş	primitiv
dilronî	Ehrlichkeit
dilronî	Offenherzigkeit
dilsar	gegen
dilsarî	Abneigung
dilsarî	Teilnahmslosigkeit
dilsarî	Widerwillen
dilsoz	begeistert
dilsoz	mitfühlend
dilsoz	nachfühlend
dilsoz	treu
dilsoz	vertrauenswürdig
dilşa	erfreut
dilşa	freudig
dilşa	froh
dilşa	fröhlich
dilşa	glücklich
dilşad	erfreut
dilşad	froh
dilşad	fröhlich
dilşad	glücklich
dilşadî	Freude
dilşadî	Fröhlichkeit
dilşewat	Gram
dilşewat	Kummer
dilşewat	Sorge
dilşikestî	gekränkt
dilşikestî	verletzt
dilteng	ungeduldig
diltengî	Kummer
diltengî	Langeweile
diltengî	Schwermut
diltengî	Traurigkeit
diltenik	barmherzig
diltezîn	Erregung
dilxar	betrügerisch
dilxar	niedergeschlagen
dilxar	schwermütig
dilxar	traurig
dilxar	treulos
dilxar	untreu
dilxurd	niedergeschlagen
dilxurd	schwermütig
dilxurd	traurig
dilxwar	betrügerisch
dilxwar	treulos
dilxwar	untreu
dilxwatî	Belieben	(–s)
dilxwaz	Neugierig
dilxwazî	Lust
dilxweş	glücklich
dilxweş	zufrieden
dilxweşbûn	sich freuen
dilxweşi	Zufriedenheit
dimeşe	gültig
din	andere/r/s
din	noch
din	Religion
din (ên din)	andere
dindar	gläubig
dinê	Welt
dinik	Kralle
dinik	Nagel
dinnik	Kralle
dinya	Welt
dinyadîti	höflich
dinyadîti	weltmännisch
dinyanêdîti	grob
dinyanêdîti	hart
diqet kirin	Acht geben
dir	bellend
dir	schneidend
diran	Zahn
dirandin	zerreißen
diranêş	Zahnschmerz
diranfîl	Stoßzahn
diranî fîl	Stoßzahn
diransaz	Zahnarzt
dirav	Geld
diravname	Budget
dirb	Aussehen
dirb	Beschaffenheit
dirb	Form
dirb	Situation
dirb	Zustand
dird	Bodensatz
dird	Sediment
dire	Getreidesamen
direfş	Symbol
direj	lang
direjahî	Länge
dirende	gefräßig 
dirende	reißend 
dirende	wild
dirende	wildes Tier
dirê	gellend
dirêj	lang
dirêj kirin	reichen
dirêj kirin	verlängern
dirêjahî	Länge
dirêjbûn	liegen
dirêjbûn	verlängern
dirêjî	Länge
dirêjî yekî kirin	hinstrecken
dirêjî yekî kirin	jdn anbieten
dirêjîpêdan	dauern
dirêjîpêdan	fortdauern
dirêjkirin	verlängern
dirinde	gefräßig
dirinde	reißend
dirinde	wild
dirinde	wildes Tier
dirist	genau
dirist	korrekt
dirist	richtig
dirî	Dorn
dirîreşk	Brombeere
dirnax	Fingernagel
dirnax	Klaue
dirnax	Kralle
diruşme	Parole
diruşme qîrandin	Parolen rufen
dirûn	nähen
dirûn <dirû>	ernten
dirûn <dirû>	mähen
dirûn <dirû>	nähen
dirûn <dirû>	schneiden
dirûnvan	Schneider
dirûtin	nähen
dirûtin <dirût>	ernten
dirûtin <dirût>	mähen
dirûtin <dirût>	nähen
dirûtin <dirût>	schneiden
dirûv	Aussehen
dirûv	Beschaffenheit
dirûv	Form
dirûv	Gesicht
dirûv	Situation
dirûv	Zustand
dirûvpêketin	ähneln
dirûvpêketin	gleichen
diş	Schwägerin
divek	kann sein
divek	wahrscheinlich
divê/divêt	notwendig
divêtî	Notwendigkeit
diwaroj	Zukunft
diwêl	Provinz
diwêl	Trommel
diwêrê	den Mut haben
diwêrê	trauen, sich ~
diwêrê	wagen
diyar	deutlich
diyar	klar
diyar	offenbar
diyar	offenkundig
diyar bûn	auftreten
diyar bûn	bekannt sein
diyar bûn	bekannt werden
diyar bûn	erscheinen
diyar bûn	offensichtlich sein
diyar bûn	zu sehen sein
diyarde	Phänomen
diyarde	Tatsache
diyari kirin	schenken
diyarî	Geschenk
diyarî kirin	verschenken
diyarker	bestimmend
diyarker	entscheidend
diyarkirin	erläutern
diz	Dieb
dizek	Kleptomane
dizgîn	Zaum
dizgîn	Zügel
dizî	Diebstahl
dizî	Raub
dizî birin	entwenden
dizî birin	stehlen
dizîka	geheim
dizîka	heimlich
dizîka	verschwiegen
dizîn	stehlen
dizîn <diz>	entwenden
dizîn <diz>	stehlen
dîbrac	Kupplung
dîdar	Gespräch
dîhn	Achtung
dîhna xwe dan	bemerken
dîhna xwe dan	feststellen
dîk	Hahn
dîl	Gefangener
dîl	Geisel
dîl	Sklave
dîl girtin	gefangen nehmen
dîl kirin	gefangen nehmen
dîlan	Fest
dîlan	Festveranstaltung
dîlan	Gesang
dîlan	Hochzeitsfeier
dîlan	Hochzeitsfest
dîlan	Rundtanz
dîlan	Tanz
dîlan	Unterhaltung
dîlangirtin	Dîlan tanzen
dîlgirtin	versklaven
dîlok	Tanzgesang
dîm	Gesicht
dîmen	Bild
dîn	dumm
dîn	Glaube
dîn	verrückt
dîn	wahnsinnig
dîn bûn	irrsinnig sein
dîn bûn	irrsinnig werden
dîn bûn	verrückt sein
dîn bûn	verrückt werden
dîn lê bûn	in Augenschein nehmen
dîn lê bûn	sehen werden
dîna xwe dan	anschauen
dîna xwe dan	bemerken
dîna xwe dan	beobachten
dîna xwe dan	feststellen
dîna xwe dayîn	anschauen
dîna xwe kirin	aufmerken
dîna xwe kirin	bemerken
dîna xwe kirin	erblicken
dînar	Dinar
dînbûn	verrückt werden
dîndar	religiös
dîndarî	Religiosität
dînik	verrückt
dînkirin	verrückt machen
dîqet	Achtung
dîqet	Aufmerksamkeit
dîqet	Vorsicht
dîreksîyon	Steuerrad
dîrok	Datum
dîrok	Geschichte	f
dîrokî	historisch
dîroknas	Historiker
dîsa	abermals
dîsa	dennoch
dîsa	erneut
dîsa	noch einmal
dîsa	wieder
dîsa jî	dennoch
dîsgotin	Kehrvers
dîsgotin	Refrain
dîsk	Diskus
dîtar	Zeuge
dîtbarî	optisch
dîtbarî	visuell
dîtin	meinen
dîtin	Meinung
dîtin	sehen
dîtin	Sicht
dîtir	andere
dîtir	anderer
dîtir	anderes
dîvan	Audienzsaal
dîvan	Säulenhalle
dîwan	Amt
dîwan	Büro
dîwane	närrisch
dîwane	verrückt
dîwane	wahnsinnig
dîwar	Mauer
dîwar	Wand
dîwarlêkirin	mauern
dîyar	deutlich
dîyar	klar
dîyar	offensichtlich
dîyar	transparent
dîz	Schale
dîzik	Schale
do	gestern
dob	Bitte um Vergebung der Sünden
dob	Sühne
dobelan	eine Pilzart
dobra	doppelt
doç	Rücken
doç	Schwanz
doçik	Schwanz
doh	gestern
dojeh	Hölle
dol	Tal
dolab	Achse
dolab	Reifen
dolab	Schrank
dolab	Spindel
dolab	Winde
dolav	Achse
dolav	Spindel
dolav	Winde
dole...hatin	abstammen
dolge	Ort, an dem die Schafe lammen
dolge	Schafhürde zum Lammen der Weibchen
dolgeh	Ort, an dem die Schafe lammen
dolgeh	Schafhürde zum Lammen der Weibchen
dolmen	reic
dolmendî	Reichtum
dolmendî	Wohlstand
dom	Andauern
dom	Ausreichen
dom	Dauern
dom	Fortdauern
dom bûn	Dauer
dom kirin	dauern
doman	Verfahren
domandin	fortführen
domandin	fortsetzen
domandin <domîn>	fortfahren
domandin <domîn>	fortsetzen
domandin <domîn>	weiter machen
domandin <domîn>	weitergehen
domdar	immer
domdar	Nachfolger
domdar	Stammhalter
domdar	ständig
domîn	andauern
domîn	dauern
don	Fett
don	Öl
donê lampe	Petroleum
doq	Stange
dor	Reihe
dor	Umgebung
dor bûn	an der Reihe sein
dor û ber	um ... herum
dor û der	um ... herum
dora	rund um
dorber	Umgebung
dorber	Umkreis
dorber	Umwelt
dorbidor	abwechselnd
dorbidor	hier und dort
dorhatin	an die Reihe kommen
dorhêl	Umgebung
dorhêl	Umgegend
dorlêgirtin	umgeben
dormandor	umfassend
dorpêçkirin	einkreisen
dorpêçkirin	umzingeln
doruber	Umkreis
doruber	Umwelt
doruber 	Umgebung
dorûber	Umgebung
dorûber	Umkreis
dorûber	Umwelt
dost	Freund
dostanî	Freundschaft
doş bûn	drehen, sich um sich ~
doşanî	Milchvieh
doşeg	Matratze
doşek	Bett
doşek	Matratze
doşek	Sitzpolster
dot	Mädchen
dotin	melken
dotir	folgend
dotir	nächst
dotir	übermorgen
dotmam	Cousine (Tochter des Vaterbruders)
dotmam	Cousine väterlicherseits
dotmam	Kusine väterlicherseits
dotmam	Onkeltochter (väterlicherseits)
dotmam	Tochter des Onkels
doxtor	Doktor
doxtor [nêr/mê]	Arzt/Ärztin
doz	Antrieb
doz	Bestimmung
doz	Beweisgrund
doz	Fall
doz	Forderung
doz	Handlung
doz	Ideal
doz	Kampf
doz	Prozess
doz	Sache (polit.)
doz	Situation
doz	Tatbestand
doz	Ursache
doz	Verfahren
doz	Verlangen
doz	Zweck
doz kirin	entdecken
doz kirin 	gewahr werden
dozger	Staatsanwalt
dozîn	Instinkt
du	zwei
du'a kirin	beten
du/dudu	zwei
dua	Gebet
dubarekirin	wiederholen
dubendî	Dualität
dubendî	Konflikt
dubendî	Streit
dubendî	Widerspruch
dubendî	Zweitracht
ducan	schwanger
ducanîbûn	schwanger sein
ducanîbûn	schwanger werden
ducar	abermals
duçerxe	Fahrrad
duda	zweiter
dudil	unentschieden
dudil	unentschlossen
dudil	zögernd
dudilî	Zögern
duh	gestern
duhala	schwanger
duhhema	sofort
duhî	gestern
dukar	Gerücht
dupa	Doppel-
dupa	doppelt
dupa	größtenteils
dupa	zweimal
duqat	doppelt
dur	Perle
dur	Urknall
durd	Bodensatz
durd	Sediment
durist	genau
durist	korrekt
durist	richtig
durist kirin	in Ordnung bringen
duristkirin	geschehen
duristkirin	machen
durîn <dur>	ernten
durîn <dur>	mähen
durîn <dur>	nähen
durîn <dur>	schneiden
duruf kirin	angeben
duruf kirin	bezeichnen
durû	heuchlerisch
durû	scheinheilig
durû	zweigesichtig
durû	zweischneidig
durûtî	Heuchelei
durûtî	Scheinheiligkeit
durûtî	Zweischneidigkeit
duryan	Kreuzung
dusibeh	übermorgen
duşaxe	Diphtherie
Duşem	Montag
duşîze	Jungfrau
duta	doppelt
duxan il muxara	Rauch der Höhle
dû	Dunst
dû	hinter
dû	nach
dû	Qualm
dû	Rauch
dû	Rücken
dû ... re	nach
dû ku	nachdem
dû re	anschließend
dûajo	Helfer
dûajo	Schäfergehilfe
dûajo	Treiber
dûdank	Auspuff
dûkan	Laden
dûketin	hinterherlaufen
dûm	Andauern
dûm	Ausreichen
dûm	Dauern
dûm	Fortdauern
dûmahîk	Folge
dûmahîk	Folgende
dûmahîk	Fortsetzung
dûmahîk	Weitere
dûman	Nebel
dûman	Qualm
dûman	Rauch
dûmeqesk	Schwalbe
dûpatkirin	erläutern
dûpişk	Skorpion
dûr	weit (entfernt)
dûr bûn	entfernen, sich ~
dûr bûn	weggehen
dûr xistin	entfernen
dûr xistin	wegschicken
dûr xistin	zur Seite stellen
dûra	danach
dûra	nachher
dûrahî	Abstand
dûrahî	Entfernung
dûrbîn	Fernglas
dûrbîn	weit sehen könnend
dûrbîn	weitsichtig
dûrî	Abstand
dûrxistin	entfernen
dûşandin	hinterherschicken
dûv	Schwanz
dûvelenk	Satellit
dûvik	Anhängsel
dûvik	Schafschwanz
dûvmesas	Nachtigall
dûvre	dann
dûxan	Dunst
dûxan	Rauch
dûyê mazotê	Dieselqualm
dûyê şikeftê	Rauch der Höhle
dûz	eben
dûz	flach
dûz	gerade
e'lam	Benachrichtigung 
e'lam	Kreis 
e'lam	Zirkel 
e'şîrtî	auf nomadische Art und Weise
e'yan	offensichtlich
e'yan	Prominenz
ebadetî	Anbetung
ebadetî	Gottesdienst
ebadetî	Gottesverehrung
ebadetî	Kultus
ebd	Sklave
ebdal	arm
ebdal	Bettelmönch
ebdal	Derwisch
ebdal	dürftig
ebedî	ewig
ebedî	Ewigkeit
ebedî	Unendlichkeit
ebedî	unsterblich
ebokat	Advokat
ebokat	Anwalt
eborî	wirtschaftlich
ebrîşem	Seide
ebrû	Augenbraue [f.]
Ebrûş	von ebrû oder ebrîşem
